File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF198XLB	tsv	tsv		transcript quantifications	GRCh38	ENCSR698RPL	total RNA-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF191QTD/, /files/ENCFF927FEU/, /files/ENCFF471EAM/	28827030	ENCODE Processing Pipeline	2d9ad90a96fcae00ac38d1bd450fcc84		https://www.encodeproject.org/files/ENCFF198XLB/@@download/ENCFF198XLB.tsv	V29			released	s3://encode-public/2020/10/30/342a53de-3544-416d-a52c-4cde8aeaa8ff/ENCFF198XLB.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/342a53de-3544-416d-a52c-4cde8aeaa8ff/ENCFF198XLB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF421TJX	tsv	tsv		gene quantifications	GRCh38	ENCSR615EEK	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF820EYJ/	11061127	ENCODE Processing Pipeline	a7875635bd3e8a70902a43d4b814832c		https://www.encodeproject.org/files/ENCFF421TJX/@@download/ENCFF421TJX.tsv	V29			released	s3://encode-public/2020/10/30/2033273a-286f-4c94-a652-9d75098cdfb5/ENCFF421TJX.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/2033273a-286f-4c94-a652-9d75098cdfb5/ENCFF421TJX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF089HTV	tsv	tsv		transcript quantifications	GRCh38	ENCSR615EEK	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF493KQW/, /files/ENCFF940UIR/, /files/ENCFF471EAM/	28829567	ENCODE Processing Pipeline	de6d2bdfdacb5880f430f5aef2e1500d		https://www.encodeproject.org/files/ENCFF089HTV/@@download/ENCFF089HTV.tsv	V29			released	s3://encode-public/2020/10/30/c04335dc-1ef3-494c-8c93-563e917109c3/ENCFF089HTV.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/c04335dc-1ef3-494c-8c93-563e917109c3/ENCFF089HTV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF212XWC	tsv	tsv		transcript quantifications	GRCh38	ENCSR615EEK	total RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF820EYJ/	31486949	ENCODE Processing Pipeline	a84c971db1b485b07cae6acbc1752ab9		https://www.encodeproject.org/files/ENCFF212XWC/@@download/ENCFF212XWC.tsv	V29			released	s3://encode-public/2020/10/30/e958c89f-6b92-40c5-9129-7475bf73cb06/ENCFF212XWC.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/e958c89f-6b92-40c5-9129-7475bf73cb06/ENCFF212XWC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF838DGE	tsv	tsv		transcript quantifications	GRCh38	ENCSR128CYL	total RNA-seq	/human-donors/ENCDO000ABB/	EFO:0002713	Panc1	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF776AIM/, /files/ENCFF357ZVF/, /files/ENCFF471EAM/	28786866	ENCODE Processing Pipeline	9806cbc4a7a87e33a01ab672f3aab364		https://www.encodeproject.org/files/ENCFF838DGE/@@download/ENCFF838DGE.tsv	V29			released	s3://encode-public/2020/10/30/8e846787-a355-4a00-a120-ebbdfe890c99/ENCFF838DGE.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/8e846787-a355-4a00-a120-ebbdfe890c99/ENCFF838DGE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF710IFD	tsv	tsv		gene quantifications	GRCh38	ENCSR128CYL	total RNA-seq	/human-donors/ENCDO000ABB/	EFO:0002713	Panc1	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF227BTT/	11064756	ENCODE Processing Pipeline	72c97e2051b2ca81840d0f28b5ffbc9d		https://www.encodeproject.org/files/ENCFF710IFD/@@download/ENCFF710IFD.tsv	V29			released	s3://encode-public/2020/10/30/6aa93aeb-7080-4f73-8e14-7bf4215c24b0/ENCFF710IFD.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/6aa93aeb-7080-4f73-8e14-7bf4215c24b0/ENCFF710IFD.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF937ZIY	tsv	tsv		transcript quantifications	GRCh38	ENCSR128CYL	total RNA-seq	/human-donors/ENCDO000ABB/	EFO:0002713	Panc1	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF227BTT/	31485015	ENCODE Processing Pipeline	a37efa67182619fccf2c7378497ef9bf		https://www.encodeproject.org/files/ENCFF937ZIY/@@download/ENCFF937ZIY.tsv	V29			released	s3://encode-public/2020/10/30/db0fd81f-aac6-4d88-81db-22003ed1ec3b/ENCFF937ZIY.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/db0fd81f-aac6-4d88-81db-22003ed1ec3b/ENCFF937ZIY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF863QWG	tsv	tsv		gene quantifications	GRCh38	ENCSR245ATJ	total RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF463TZA/, /files/ENCFF285DRD/	11067419	ENCODE Processing Pipeline	37dee2d5f5a694c1fa014541b0129650		https://www.encodeproject.org/files/ENCFF863QWG/@@download/ENCFF863QWG.tsv	V29			released	s3://encode-public/2020/10/30/432cbe0e-fa24-47bb-9e89-4b082b18066d/ENCFF863QWG.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/432cbe0e-fa24-47bb-9e89-4b082b18066d/ENCFF863QWG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF878MHG	tsv	tsv		transcript quantifications	GRCh38	ENCSR245ATJ	total RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF463TZA/, /files/ENCFF285DRD/	31511274	ENCODE Processing Pipeline	78780fea5f73fed2049bd33658a69017		https://www.encodeproject.org/files/ENCFF878MHG/@@download/ENCFF878MHG.tsv	V29			released	s3://encode-public/2020/10/30/dcd84c32-4967-47fc-ba21-5fbd56a6f74d/ENCFF878MHG.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/dcd84c32-4967-47fc-ba21-5fbd56a6f74d/ENCFF878MHG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF035OXV	tsv	tsv		transcript quantifications	GRCh38	ENCSR245ATJ	total RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF241KIB/, /files/ENCFF471EAM/, /files/ENCFF215BFI/	28814963	ENCODE Processing Pipeline	82b3018641e6981df2ea37feeaf4d586		https://www.encodeproject.org/files/ENCFF035OXV/@@download/ENCFF035OXV.tsv	V29			released	s3://encode-public/2020/10/30/bc2a1f41-2c29-4991-a12c-f2ab4de23262/ENCFF035OXV.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/bc2a1f41-2c29-4991-a12c-f2ab4de23262/ENCFF035OXV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF289IJV	tsv	tsv		transcript quantifications	GRCh38	ENCSR355JZC	total RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF471EAM/, /files/ENCFF904SFY/, /files/ENCFF371BBE/	28803688	ENCODE Processing Pipeline	d3b73e1e912ddfe744926d41d61744c7		https://www.encodeproject.org/files/ENCFF289IJV/@@download/ENCFF289IJV.tsv	V29			released	s3://encode-public/2020/10/30/bd859d12-c5a3-4497-9d52-35d12a1151b7/ENCFF289IJV.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/bd859d12-c5a3-4497-9d52-35d12a1151b7/ENCFF289IJV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF721BRA	tsv	tsv		gene quantifications	GRCh38	ENCSR355JZC	total RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF704MJP/	11065655	ENCODE Processing Pipeline	e0a03927187d89728ca7dfc0e4cc6e5c		https://www.encodeproject.org/files/ENCFF721BRA/@@download/ENCFF721BRA.tsv	V29			released	s3://encode-public/2020/10/30/679923d1-d15e-4851-8d0e-44e6fd15a98c/ENCFF721BRA.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/679923d1-d15e-4851-8d0e-44e6fd15a98c/ENCFF721BRA.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF482JVG	tsv	tsv		transcript quantifications	GRCh38	ENCSR355JZC	total RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-04	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF704MJP/	31503745	ENCODE Processing Pipeline	4ad48bf6cea2a121af0b69f347c80f88		https://www.encodeproject.org/files/ENCFF482JVG/@@download/ENCFF482JVG.tsv	V29			released	s3://encode-public/2020/10/30/2d982e88-ceeb-403f-92fb-a5ede2e9b6cc/ENCFF482JVG.tsv	https://datasetencode.blob.core.windows.net/dataset/2020/10/30/2d982e88-ceeb-403f-92fb-a5ede2e9b6cc/ENCFF482JVG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 GRCh38 V29	released		unreplicated experiment	
ENCFF937UOQ	tsv	tsv		transcript quantifications	GRCh38	ENCSR469WPG	total RNA-seq	/human-donors/ENCDO000ACR/	EFO:0001099	Caco-2	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				1	1_1							/files/ENCFF602XCM/, /files/ENCFF285DRD/	31377796	ENCODE Processing Pipeline	3342890294ce6d5ce5efc33f1d3e6272		https://www.encodeproject.org/files/ENCFF937UOQ/@@download/ENCFF937UOQ.tsv	V29			released	s3://encode-public/2021/07/21/1951bdba-4229-40a9-b2e7-e30a4e7a9c7f/ENCFF937UOQ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/1951bdba-4229-40a9-b2e7-e30a4e7a9c7f/ENCFF937UOQ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF164XDO	tsv	tsv		transcript quantifications	GRCh38	ENCSR469WPG	total RNA-seq	/human-donors/ENCDO000ACR/	EFO:0001099	Caco-2	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				2	2_1							/files/ENCFF577QJC/, /files/ENCFF285DRD/	31368765	ENCODE Processing Pipeline	70b501ca8a9642287c0c184c58eef1c2		https://www.encodeproject.org/files/ENCFF164XDO/@@download/ENCFF164XDO.tsv	V29			released	s3://encode-public/2021/07/21/a1c1a94b-44ce-4c86-ab10-f3f157565812/ENCFF164XDO.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/a1c1a94b-44ce-4c86-ab10-f3f157565812/ENCFF164XDO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF495ZRV	tsv	tsv		transcript quantifications	GRCh38	ENCSR469WPG	total RNA-seq	/human-donors/ENCDO000ACR/	EFO:0001099	Caco-2	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				1	1_1							/files/ENCFF471EAM/, /files/ENCFF200STC/	28837380	ENCODE Processing Pipeline	e92e574359eef79c8a771fde90358d66		https://www.encodeproject.org/files/ENCFF495ZRV/@@download/ENCFF495ZRV.tsv	V29			released	s3://encode-public/2021/07/21/605c220a-c8e0-4147-87bd-c17786084b4b/ENCFF495ZRV.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/605c220a-c8e0-4147-87bd-c17786084b4b/ENCFF495ZRV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF810HIG	tsv	tsv		gene quantifications	GRCh38	ENCSR469WPG	total RNA-seq	/human-donors/ENCDO000ACR/	EFO:0001099	Caco-2	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				2	2_1							/files/ENCFF577QJC/, /files/ENCFF285DRD/	11030859	ENCODE Processing Pipeline	7c647c27f55af3222ca58ff45b13bf04		https://www.encodeproject.org/files/ENCFF810HIG/@@download/ENCFF810HIG.tsv	V29			released	s3://encode-public/2021/07/21/632c85d2-794a-4c18-a70f-556bb35985c5/ENCFF810HIG.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/632c85d2-794a-4c18-a70f-556bb35985c5/ENCFF810HIG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF109GUX	tsv	tsv		transcript quantifications	GRCh38	ENCSR469WPG	total RNA-seq	/human-donors/ENCDO000ACR/	EFO:0001099	Caco-2	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				2	2_1							/files/ENCFF260ECY/, /files/ENCFF471EAM/	28823941	ENCODE Processing Pipeline	ac0df402720e2bc6e60228b71d2ea18b		https://www.encodeproject.org/files/ENCFF109GUX/@@download/ENCFF109GUX.tsv	V29			released	s3://encode-public/2021/07/21/e73edc9b-cfb1-450a-b3b0-2dc703b97bcb/ENCFF109GUX.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/e73edc9b-cfb1-450a-b3b0-2dc703b97bcb/ENCFF109GUX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF351WNJ	tsv	tsv		gene quantifications	GRCh38	ENCSR469WPG	total RNA-seq	/human-donors/ENCDO000ACR/	EFO:0001099	Caco-2	cell line	Homo sapiens											RNA					reverse	2022-02-01	ENCODE				1	1_1							/files/ENCFF602XCM/, /files/ENCFF285DRD/	11034168	ENCODE Processing Pipeline	5cddcbc829b2a5cbdac6c32b14ffa350		https://www.encodeproject.org/files/ENCFF351WNJ/@@download/ENCFF351WNJ.tsv	V29			released	s3://encode-public/2021/07/21/2e59684b-98fd-432f-91bc-22c12e6efab5/ENCFF351WNJ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/07/21/2e59684b-98fd-432f-91bc-22c12e6efab5/ENCFF351WNJ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
